#Digilent WaveForms Oscilloscope Acquisition
#Device Name: Discovery2
#Serial Number: SN:210321A2E408
#Date Time: 2017-10-14 10:35:46.065
#Trigger:Source: Channel 2Type: EdgeCondition: RisingLevel: 0 VHyst.: AutoHoldOff: 0 s
#Channel 1: Range: 2 V/div Offset: -6.5 V
#Channel 2: Range: 200 mV/div Offset: 0 V

Time (s),Channel 1 (V),Channel 2 (V)
-0.020243333333333332,11.080254399344637,-0.55501178795937689
-0.020238333333333334,11.094851860050403,-0.55601685729497119
-0.020233333333333332,11.098501225226844,-0.55635188040683592
-0.020228333333333334,11.094851860050404,-0.55702192663056516
-0.020223333333333333,11.091202494873961,-0.55735694974243022
-0.020218333333333331,11.087553129697518,-0.55769197285429539
-0.020213333333333333,11.083903764521079,-0.55836201907802452
-0.020208333333333332,11.083903764521075,-0.55903206530175442
-0.020203333333333334,11.076605034168196,-0.55970211152548355
-0.020198333333333332,11.076605034168196,-0.56037215774921312
-0.020193333333333334,11.069306303815317,-0.56037215774921312
-0.020188333333333332,11.069306303815313,-0.56171225019667215
-0.020183333333333334,11.062007573462434,-0.56171225019667215
-0.020178333333333333,11.058358208285991,-0.56372238886786075
-0.020173333333333331,11.058358208285991,-0.56238229642040261
-0.020168333333333333,11.058358208285991,-0.56439243509159032
-0.020163333333333332,11.054708843109548,-0.56405741197972548
-0.020158333333333334,11.054708843109548,-0.56439243509159032
-0.020153333333333332,11.051059477933109,-0.56405741197972548
-0.020148333333333334,11.047410112756667,-0.56506248131531933
-0.020143333333333333,11.047410112756666,-0.56539750442718462
-0.020138333333333334,11.051059477933107,-0.56640257376277836
-0.020133333333333333,11.047410112756666,-0.56606755065091408
-0.020128333333333331,11.043760747580226,-0.56707261998650893
-0.020123333333333333,11.043760747580226,-0.5684127124339674
-0.020118333333333332,11.040111382403785,-0.56807768932210267
-0.020113333333333334,11.043760747580226,-0.5694177817695617
-0.020108333333333332,11.040111382403785,-0.56908275865769697
-0.020103333333333334,11.043760747580224,-0.57042285110515545
-0.020098333333333333,11.043760747580226,-0.570422851105156
-0.020093333333333331,11.036462017227345,-0.57176294355261503
-0.020088333333333333,11.040111382403785,-0.57176294355261503
-0.020083333333333332,11.040111382403785,-0.57276801288820933
-0.020078333333333333,11.040111382403785,-0.57276801288820933
-0.020073333333333332,11.036462017227343,-0.57377308222380363
-0.020068333333333334,11.040111382403785,-0.5744431284475332
